"Task/Step","Task type","Start date","End date","Status","Summary","Logs"
"FlexNet Manager Suite","PVU Import","3/10/2019 5:38:50 pm","3/10/2019 5:38:57 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 5:38:55 pm","3/10/2019 5:38:56 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 5:08:59 pm","3/10/2019 5:09:00 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 5:08:59 pm","3/10/2019 5:09:00 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 5:08:52 pm","3/10/2019 5:08:59 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 5:08:58 pm","3/10/2019 5:08:59 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 4:38:57 pm","3/10/2019 4:38:58 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 4:38:57 pm","3/10/2019 4:38:58 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 4:38:49 pm","3/10/2019 4:38:56 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 4:38:55 pm","3/10/2019 4:38:56 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 4:08:54 pm","3/10/2019 4:08:55 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 4:08:54 pm","3/10/2019 4:08:55 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 4:08:47 pm","3/10/2019 4:08:54 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 4:08:52 pm","3/10/2019 4:08:53 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 3:38:56 pm","3/10/2019 3:38:57 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 3:38:56 pm","3/10/2019 3:38:57 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 3:38:49 pm","3/10/2019 3:38:56 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 3:38:55 pm","3/10/2019 3:38:55 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 3:08:53 pm","3/10/2019 3:08:54 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 3:08:53 pm","3/10/2019 3:08:54 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 3:08:46 pm","3/10/2019 3:08:53 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 3:08:52 pm","3/10/2019 3:08:53 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 2:38:50 pm","3/10/2019 2:38:51 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 2:38:50 pm","3/10/2019 2:38:51 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 2:38:43 pm","3/10/2019 2:38:50 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 2:38:49 pm","3/10/2019 2:38:50 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 2:08:53 pm","3/10/2019 2:08:54 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 2:08:53 pm","3/10/2019 2:08:53 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 2:08:45 pm","3/10/2019 2:08:52 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 2:08:51 pm","3/10/2019 2:08:52 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 1:38:50 pm","3/10/2019 1:38:51 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 1:38:50 pm","3/10/2019 1:38:51 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 1:38:43 pm","3/10/2019 1:38:50 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 1:38:49 pm","3/10/2019 1:38:49 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 1:08:52 pm","3/10/2019 1:08:53 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 1:08:52 pm","3/10/2019 1:08:53 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 1:08:45 pm","3/10/2019 1:08:52 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 1:08:51 pm","3/10/2019 1:08:52 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 12:38:49 pm","3/10/2019 12:38:50 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 12:38:49 pm","3/10/2019 12:38:50 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 12:38:42 pm","3/10/2019 12:38:49 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 12:38:48 pm","3/10/2019 12:38:49 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 12:08:46 pm","3/10/2019 12:08:47 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 12:08:46 pm","3/10/2019 12:08:47 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 12:08:39 pm","3/10/2019 12:08:46 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 12:08:45 pm","3/10/2019 12:08:46 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 11:38:51 am","3/10/2019 11:38:52 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 11:38:51 am","3/10/2019 11:38:52 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 11:38:42 am","3/10/2019 11:38:51 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 11:38:49 am","3/10/2019 11:38:51 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 11:08:46 am","3/10/2019 11:08:47 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 11:08:46 am","3/10/2019 11:08:47 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 11:08:39 am","3/10/2019 11:08:45 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 11:08:44 am","3/10/2019 11:08:45 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 10:38:48 am","3/10/2019 10:38:49 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 10:38:48 am","3/10/2019 10:38:49 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 10:38:41 am","3/10/2019 10:38:48 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 10:38:47 am","3/10/2019 10:38:48 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 10:08:45 am","3/10/2019 10:08:46 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 10:08:45 am","3/10/2019 10:08:46 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 10:08:38 am","3/10/2019 10:08:45 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 10:08:44 am","3/10/2019 10:08:45 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 9:38:42 am","3/10/2019 9:38:44 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 9:38:43 am","3/10/2019 9:38:43 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 9:38:35 am","3/10/2019 9:38:42 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 9:38:41 am","3/10/2019 9:38:42 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 9:08:44 am","3/10/2019 9:08:45 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 9:08:45 am","3/10/2019 9:08:45 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 9:08:37 am","3/10/2019 9:08:44 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 9:08:43 am","3/10/2019 9:08:44 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 8:38:42 am","3/10/2019 8:38:43 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 8:38:42 am","3/10/2019 8:38:43 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 8:38:34 am","3/10/2019 8:38:41 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 8:38:40 am","3/10/2019 8:38:41 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 8:08:44 am","3/10/2019 8:08:45 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 8:08:44 am","3/10/2019 8:08:45 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 8:08:37 am","3/10/2019 8:08:44 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 8:08:42 am","3/10/2019 8:08:43 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 7:38:41 am","3/10/2019 7:38:42 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 7:38:41 am","3/10/2019 7:38:42 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 7:38:34 am","3/10/2019 7:38:41 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 7:38:40 am","3/10/2019 7:38:41 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 7:08:38 am","3/10/2019 7:08:39 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 7:08:39 am","3/10/2019 7:08:39 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 7:08:31 am","3/10/2019 7:08:38 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 7:08:37 am","3/10/2019 7:08:38 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 6:38:41 am","3/10/2019 6:38:43 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 6:38:41 am","3/10/2019 6:38:43 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 6:38:33 am","3/10/2019 6:38:41 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 6:38:39 am","3/10/2019 6:38:40 am","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","3/10/2019 6:12:26 am","3/10/2019 6:12:33 am","Completed","Partial export completed with no changes","No"
"Exporting","Data warehouse export","3/10/2019 6:12:32 am","3/10/2019 6:12:33 am","Completed","Partial export completed with no changes","Yes"
"FNMPDataWarehouse","Data warehouse export","3/10/2019 6:09:05 am","3/10/2019 6:09:58 am","Completed","Export completed successfully","No"
"Exporting","Data warehouse export","3/10/2019 6:09:11 am","3/10/2019 6:09:58 am","Completed","Export completed successfully","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 6:08:38 am","3/10/2019 6:08:39 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 6:08:38 am","3/10/2019 6:08:39 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 6:08:30 am","3/10/2019 6:08:37 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 6:08:36 am","3/10/2019 6:08:37 am","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","3/10/2019 6:07:00 am","3/10/2019 6:08:52 am","Completed","Export completed successfully","No"
"Exporting","Data warehouse export","3/10/2019 6:07:06 am","3/10/2019 6:08:51 am","Completed","Export completed successfully","Yes"
"FNMPDataWarehouse","Data warehouse export","3/10/2019 5:57:24 am","3/10/2019 5:58:18 am","Completed","Partial export of applications, licenses, installations summary completed successfully","No"
"Exporting","Data warehouse export","3/10/2019 5:57:30 am","3/10/2019 5:58:18 am","Completed","Partial export of applications, licenses, installations summary completed successfully","Yes"
"FNMPDataWarehouse","Data warehouse export","3/10/2019 5:39:27 am","3/10/2019 5:40:24 am","Completed","Partial export of applications, licenses, installations summary completed successfully","No"
"Exporting","Data warehouse export","3/10/2019 5:39:33 am","3/10/2019 5:40:24 am","Completed","Partial export of applications, licenses, installations summary completed successfully","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 5:38:39 am","3/10/2019 5:38:40 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 5:38:39 am","3/10/2019 5:38:40 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 5:38:32 am","3/10/2019 5:38:39 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 5:38:38 am","3/10/2019 5:38:39 am","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","3/10/2019 5:24:26 am","3/10/2019 5:25:29 am","Completed","Partial export of applications, licenses, installations summary completed successfully","No"
"Exporting","Data warehouse export","3/10/2019 5:24:32 am","3/10/2019 5:25:28 am","Completed","Partial export of applications, licenses, installations summary completed successfully","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 5:08:55 am","3/10/2019 5:09:21 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 5:09:01 am","3/10/2019 5:09:16 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 5:08:25 am","3/10/2019 5:08:52 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/10/2019 5:08:39 am","3/10/2019 5:08:52 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/10/2019 4:38:50 am","3/10/2019 4:40:05 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/10/2019 4:38:57 am","3/10/2019 4:40:00 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/10/2019 4:38:02 am","3/10/2019 4:38:43 am","Completed","Import completed","No"
